1 15 15  597386942813 252917418
11862 6 2  138387298500 333739457
11863 31 7  362060158499 739643668
11864 62 7  426854533096 208084869
11865 62 7  264497008880 77408308
11866 6 2  296824491678 356838812
11867 12 15  242609148646 248252406
11868 43 7  111277309099 744095323
11869 24 25  258492522739 532081735
11870 9 15  406561877454 164746692
11871 31 3  2954111816 481360661
11872 84 17  565319741903 123140676
11873 62 11  321484010400 1871732782
11874 15 15  242910832918 132511563
11875 15 15  600224320347 269048756
11876 6 2  501688662748 141302384
11877 9 12  122657805555 94042646
11878 62 79  11710478171 934644326
11879 68 47  426370189060 85947831
11880 6 1  80142171039 55943596
11881 12 3  324225893165 91199550
11882 18 7  496113079351 356290124
11883 31 4  382927726517 36460536
11884 62 15  364966683312 71052595
11885 31 11  557836537431 41338787
11886 31 3  103747084168 398619050
11887 62 15  396634212720 646264931
11888 12 0  190502126076 30113399
11889 19 15  66576708224 216885086
11890 62 63  325349126561 74503439
11891 6 2  6055626092 53030393
11892 31 7  199449170704 98164384
11893 6 1  326423579948 49286267
11894 38 7  55387890381 1223086010
11895 13 15  6132401719 188310979
11896 68 47  228969344975 208777955
11897 6 1  325818546796 42064979
11898 6 0  214779657737 35709019
11899 6 2  12274015999 242334989
11900 62 2  205529517635 98856890
11901 0 3  380655157678 23245339
11902 18 7  591506219136 862351883
11903 6 2  58854300187 387886171
11904 62 47  66459760563 2505813598
11905 62 2  568289069816 135954014
11906 6 1  101065071791 42929229
11907 0 3  424202161603 52984204
11908 6 2  296234290760 2189805269
11909 62 2  276585501456 151791575
11910 0 4  99693219996 7652404315
11911 62 31  492448110954 133178404
11912 62 47  436742639464 859054959
11913 62 12  146284683646 86277173
11914 12 3  455692655579 63863118
11915 31 23  409240170046 2255024361
11916 12 0  448501223613 24932006
11917 62 12  61326964409 92082301
11918 62 4  98404623517 91012903
11919 38 4  445028632206 1055988513
11920 68 47  455512040629 91221272
11921 62 2  507863366187 125150995
11922 62 63  482058119424 1648313657
11923 12 15  76391195753 64198161
11924 12 4  77554941632 279874298
11925 31 4  328947803702 36450391
11926 9 15  400466417994 203516868
11927 62 4  186011127798 59741756
11928 62 7  470010198676 146498224
11929 12 15  401490951936 278153669
11930 68 47  429111914334 105065836
11931 12 4  336130932944 635843828
11932 12 4  425342960645 217179998
11933 31 23  538845686118 1869223681
11934 68 47  107359464080 123303413
11935 9 15  99866638548 438455374
11936 13 15  6169525600 192783041
11937 31 4  76901691020 435979375
11938 31 23  582037284277 1933433845
11939 12 4  275811137795 213890145
11940 12 2  512352434541 156003169
11941 12 15  67882549975 348949704
11942 46 63  176525677504 657152284
11943 9 10  570266193917 119849364
11944 19 15  167392483828 590842566
11945 6 5  229660391987 2266184438
11946 68 47  453422383669 68376217
11947 31 7  507629691369 248218105
11948 68 47  60851710486 125104469
11949 62 63  379684526943 2844310811
11950 6 1  535516291420 35160949
11951 9 15  102240313189 134273310
11952 62 6  523182918982 113531434
11953 31 23  200478232101 1622780799
11954 12 15  182263620321 28108314722
11955 12 11  409572506428 170819004
11956 6 31  508272899494 28831774
11957 12 4  487343529305 533038878
11958 12 9  501497941907 372424254
11959 6 1  402447711868 364860433
11960 12 4  293213062445 102704206
11961 15 15  142748187449 693910166
11962 31 15  249850852800 399905007
11963 68 47  428323262948 190960468
11964 62 2  208213467486 142468491
11965 0 4  287037866167 5223122354
11966 62 12  35173517006 48305653
11967 31 3  379142001752 294327746
11968 62 31  126603602728 297830578
11969 6 31  460920896630 25427202
11970 31 3  371041282164 307158886
11971 62 31  585604101947 213631151
11972 6 2  550543723532 36981722
11973 62 7  146743705555 239112373
11974 31 3  536640861917 334755987
11975 9 12  361344956843 97996409
11976 9 12  449768078113 73027662
11977 9 12  12586035450 93977692
11978 6 1  163935012087 25499078
11979 62 31  70924135114 107872358
11980 12 1  340726705020 63127844
11981 62 9  336617748339 2439164918
11982 31 3  484442251171 338072790
11983 6 1  108061284209 37734682
11984 9 6  532240733356 54541018
11985 9 31  94378086364 199646849
11986 43 7  456927031183 634564454
11987 6 1  469653651680 26161276
11988 62 7  564125839415 111553462
11989 68 47  160957335749 1147968656
11990 62 12  58444198158 111605369
11991 6 1  137769091892 44067801
11992 31 11  74436827304 141939647
11993 62 63  416082390013 41094100404
11994 9 7  100546733128 150410812
11995 12 3  196869031207 39180112
11996 6 2  470627459959 25776749
11997 68 47  413620231701 312678503
11998 62 15  88091473286 178020729
11999 9 10  308115205003 77965285
12000 12 4  338801965549 54885356
12001 31 11  70880938148 208665466
12002 6 2  438174675980 38989495
12003 6 1  548354616793 825089327
12004 12 3  44859667591 396099928
12005 6 2  581905012979 248743897
12006 15 15  475416888454 164678466
12007 62 12  569465400430 495746800
12008 62 63  39480595729 629232453
12009 6 2  470787704959 191164253
12010 62 63  242884107187 2901086174
12011 43 7  20027474833 149400849
12012 62 4  153236910944 349856492
12013 62 63  117849468053 2624669692
12014 6 0  449158304445 37119976
12015 79 18  59328190522 256118924
12016 31 6  415386808639 6473533373
12017 12 11  394052279786 232554341
12018 12 4  603871743479 184712994
12019 68 47  424267719154 132986353
12020 12 9  170323451773 597102351
12021 12 4  433035329601 364790428
12022 6 1  519602356722 285834601
12023 12 3  546014885553 36243713
12024 31 7  275370804070 386302285
12025 62 31  465603131727 202728463
12026 0 4  272377480649 10885163147
12027 15 15  254236130444 157936243
12028 9 12  597342062975 243485548
12029 62 63  519670738616 35830216781
12030 25 20  309128533646 75683127
12031 0 3  486495539374 158322726
12032 12 1  600613654672 192487825
12033 62 31  9866934912 840536136
12034 62 31  504302746734 248571058
12035 6 1  38954005624 31494617
12036 68 47  280019757110 424366941
12037 9 12  260322547930 123688904
12038 68 47  414515343154 147502074
12039 62 31  354800816776 1724328275
12040 62 31  27692220976 1134598586
12041 18 7  78858027565 506385681
12042 13 15  179131682698 370359159
12043 68 47  435296403553 80393141
12044 6 3  175941522742 10414140862
12045 31 11  335470100221 50042565
12046 12 4  70718202426 289177581
12047 31 23  72634069263 348411186
12048 15 15  249380839775 143125397
12049 68 47  352673284026 400393861
12050 31 15  87054290153 81500802
12051 68 47  454889261314 92866087
12052 18 15  138711360476 517172249
12053 6 1  589516130348 29423354
12054 62 47  174049028971 869090118
12055 6 31  244972970364 23224370
12056 62 12  497464875674 263731792
12057 62 63  125331624639 424972839
12058 24 25  53597179143 791630215
12059 62 4  84040928815 45580317
12060 9 15  61026532412 118857991
12061 62 4  310201965721 65066515
12062 62 12  478443605206 153225136
12063 6 1  571759633697 25425794
12064 62 31  114189038967 350800469
12065 49 6  436482558004 226637904
12066 31 3  506043118695 326544181
12067 62 31  23710572518 208537910
12068 62 4  76832684632 44126272
12069 68 47  462577835149 92535414
12070 68 47  411013117376 65314507
12071 31 15  106266208711 43586606
12072 31 4  341534900796 38913401
12073 12 4  79886657951 248549271
12074 6 4  217039092361 413850382
12075 56 15  51423178659 782202315
12076 12 0  333301193558 28750437
12077 12 0  440222255408 26941610
12078 6 15  461660298971 993305339
12079 68 47  60128073589 165157673
12080 12 15  426443026377 125420269
12081 6 1  346461608430 23285503
12082 68 47  255720254546 164727021
12083 9 12  297878047970 243039665
12084 15 15  426321766410 107157596
12085 93 20  231327999377 4157099376
12086 62 4  293401606062 45968025
12087 12 9  587899394309 375950671
12088 68 47  466798571209 74611013
12089 68 47  247795114542 193123077
12090 43 7  367355417492 677736293
12091 12 15  563582959318 45123186
12092 68 47  451655330145 64342683
12093 12 3  199662513929 471563258
12094 0 4  405486709214 1918304954
12095 62 7  30416059753 398464070
12096 62 98  347104130138 858083517
12097 6 4  419030479596 31497462
12098 31 11  12323824234 292856344
12099 6 1  526753103182 808885098
12100 62 12  255241740420 112994762
12101 62 12  163334100746 89904561
12102 6 1  399614049109 30672550
12103 12 15  484922633894 66694972
12104 9 4  236146274680 57729589
12105 62 31  509405196395 209595706
12106 31 11  231879832115 82827499
12107 31 11  510011153612 62127880
12108 31 15  88513555313 47440412
12109 68 47  405927243046 219004348
12110 31 2  458299470307 41096748
12111 62 15  537934252613 387499510
12112 9 12  582194181033 79667643
12113 62 31  111003371893 283296074
12114 62 4  547317597055 253380092
12115 62 9  487744049622 2563947221
12116 12 0  294902077970 30838644
12117 6 2  203614838836 5934725906
12118 68 95  338653816856 317832068
12119 62 31  292913358615 1443799889
12120 62 4  362403103562 52215010
12121 6 1  189557343556 538291433
12122 6 2  80557159118 146001361
12123 6 2  329221168585 428748433
12124 12 3  67248951946 26218379
12125 6 1  32998344401 25906247
12126 62 12  88693718325 293198711
12127 62 12  330849865805 264287457
12128 31 11  562220291040 37422787
12129 56 47  497029794166 248946522
12130 18 7  223952681788 6079139704
12131 62 63  262122659431 2581340147
12132 68 95  406053938342 233667624
12133 18 7  537895486771 462657805
12134 0 3  79707238486 57546580
12135 12 4  368958044843 205402395
12136 6 3  489028944230 30715702
12137 31 11  332300988119 45506148
12138 6 3  123625811695 81725740
12139 6 1  218421819685 28720032
12140 49 6  270866710336 151039902
12141 6 1  238526842881 24929143
12142 24 33  269559227497 7630487221
12143 31 4  96921861957 62626673
12144 12 7  148632114928 316142138
12145 62 31  177119212163 157082159
12146 59 4  337249490556 899018476
12147 31 11  14312530414 49643980
12148 62 31  295924713246 252806046
12149 15 15  76977152306 119280884
12150 6 1  96639393865 50153567
12151 6 2  449451582759 119561645
12152 24 25  28368528038 4013581430
12153 12 3  547819335175 30810180
12154 24 25  177878677550 2143870656
12155 62 15  401137661857 73435726
12156 25 3  388623261126 282204594
12157 37 78  135744268926 357947788
12158 12 4  559215467048 407289955
12159 12 3  243938403121 892724280
12160 62 12  278522545114 75575778
12161 7 4  365262312490 359139973
12162 6 31  54926150798 42409718
12163 12 3  96034825095 50540019
12164 24 33  522260715162 8051685844
12165 12 28  425021474066 1308757289
12166 31 3  415774372088 40594839
12167 6 1  361816773622 38829426
12168 13 15  56505126495 323110652
12169 9 15  96384920295 3240980506
12170 31 31  133828361616 186478236
12171 6 5  188275129522 2556219021
12172 12 28  528388579758 1587635488
12173 12 4  530172677190 142019474
12174 6 3  323339022755 477425356
12175 62 31  76352979304 400367278
12176 31 23  286855821296 2074059662
12177 6 1  367210478989 31424934
12178 62 12  447065610670 64083525
12179 84 18  112327929193 142021498
12180 56 31  263204472716 168391296
12181 12 3  451528719506 28386426
12182 12 0  311702330384 23335085
12183 68 47  403287351160 400581373
12184 6 2  438783836094 287065142
12185 6 2  455085386221 358956388
12186 31 4  21743862664 46302883
12187 6 3  319823560295 25069176
12188 9 12  519083969974 230061770
12189 31 11  404608047415 21787925
12190 62 12  562921474555 61567047
12191 12 4  302218465737 253356887
12192 6 1  101495375314 158402767
12193 31 23  574825928283 2225514404
12194 6 1  64838782113 27366483
12195 62 15  600135258934 71722238
12196 31 15  114334864224 38171933
12197 43 7  594538579895 537046870
12198 9 12  555571165930 256715806
12199 62 6  265734367696 154516503
12200 31 4  447531963695 2801871248
12201 12 0  509700710102 15960007
12202 31 11  52822529433 365893040
12203 62 31  402003653401 197012713
12204 9 12  512335431382 194146857
12205 12 3  142846715630 38584922
12206 12 4  535927704880 214420544
12207 31 4  96754549163 54300027
12208 31 11  343396794565 31882067
12209 6 2  532791249875 43432242
12210 62 12  134530755045 108038913
12211 6 15  358959219634 542492496
12212 62 12  8042894704 92427392
12213 31 3  75455398517 741260331
12214 9 4  22561202996 225253644
12215 62 6  202058866622 125830286
12216 12 0  269701313403 21548095
12217 62 6  565950446429 139086726
12218 31 11  499226077692 39590298
12219 62 31  117015845438 387056246
12220 6 1  428243374587 235850420
12221 12 9  566534773088 332581118
12222 62 4  132043621934 43656320
12223 12 1  396683305318 59989163
12224 6 1  564502108945 85543568
12225 43 7  556726320869 244574182
12226 62 31  562689614961 1181645357
12227 62 12  23422602235 60644392
12228 68 47  193128285660 122490296
12229 31 11  444619084041 87584441
12230 0 4  186007287552 14232103772
12231 12 4  107709543081 232803864
12232 9 9  487682613499 59741348
12233 6 2  523463626046 31352750
12234 31 11  142717043751 54014428
12235 62 15  501028538667 731916800
12236 9 12  365992484886 260570481
12237 31 15  459211037071 30890787
12238 31 3  33140033265 19947303571
12239 62 9  571679120184 1235292895
12240 31 15  409019447554 593426304
12241 31 1  439032215171 62149844
12242 6 1  142517161458 245810675
12243 62 31  488644440217 219680381
12244 31 15  37212858314 23362866
12245 68 47  444676330779 77829033
12246 31 31  245299465454 176889959
12247 38 4  272449797531 10316668234
12248 0 3  64769900525 425605226
12249 62 31  85371323016 2630984949
12250 6 2  549550489023 46483227
12251 12 0  369302159078 23730231
12252 62 1  381427541348 11249159131
12253 62 12  267064690287 144148992
12254 12 15  166288918077 288860098
12255 31 7  391899664782 44624894
12256 62 47  430964993702 2091709018
12257 62 31  96210335242 243986731
12258 12 4  49721482103 711964227
12259 62 4  62406601687 42860504
12260 12 3  416593277690 24963962
12261 6 2  75332663564 261954674
12262 6 1  294018900383 30165971
12263 62 12  360664838855 469968481
12264 6 2  238840697608 48191917
12265 7 4  174498397040 306469440
12266 9 6  273657032402 66780832
12267 31 7  107418876581 418113149
12268 62 15  531776542050 1213382430
12269 62 31  503401289626 193611911
12270 9 15  560526423718 1146532168
12271 31 11  532639515774 35317418
12272 6 2  138755458079 294049496
12273 68 47  278294358144 130765051
12274 6 63  215818739195 82343523
12275 31 4  109063898237 508042163
12276 12 4  469883061122 215242578
12277 62 4  559802628637 53753644
12278 31 23  6043127365 1565916206
12279 6 2  238507031009 139195415
12280 12 9  577094918960 413421670
12281 0 4  209264438032 5423001849
12282 6 2  502033637626 40062031
12283 6 2  269559219137 56939703
12284 62 15  539609755616 415737347
12285 31 11  308303366042 66872623
12286 12 7  553873270310 312731824
12287 62 12  150855601904 81787503
12288 62 63  206357734157 2143346625
12289 23 15  145740977000 2305824033
12290 13 31  594525996377 1162766463
12291 62 12  12135880542 130470743
12292 62 93  306108702248 281815816
12293 31 4  87930255082 43363117
12294 6 2  372341874292 149226316
12295 0 3  3548277697 365995185
12296 9 15  22615978253 236884398
12297 62 47  350896466861 297414724
12298 12 11  152228246227 1290368630
12299 12 11  495242176886 176522305
12300 6 1  381616913239 44597422
12301 62 12  68532669169 113844414
12302 9 12  192909417374 99633776
12303 62 31  524643761273 204310963
12304 62 9  97104923504 1231810291
12305 9 12  318892536386 335233614
12306 6 3  404065010170 428616944
12307 62 63  372483319245 3477073616
12308 62 4  94803079554 77057325
12309 23 15  106128408994 1206889245
12310 62 4  451202650427 55203646
12311 68 47  169371116774 267729193
12312 31 7  169194369321 596677919
12313 15 15  574262122927 306802626
12314 62 12  102614945123 225145065
12315 6 2  186154899035 394914983
12316 6 31  239511842774 32705901
12317 9 10  259724437489 95378411
12318 6 2  224824555983 510907482
12319 18 7  394389466042 312742945
12320 6 15  394488250931 1127632079
12321 62 63  135295409497 1716055351
12322 62 70  149061580561 1332555233
12323 46 63  162842920575 972532261
12324 31 15  60674345710 40043063
12325 62 31  339803722725 842993834
12326 15 15  423503509637 87572032
12327 31 15  129350791722 48405114
12328 6 1  258325976876 44814962
12329 68 47  457631105951 64451790
12330 12 4  331803367496 5397759464
12331 12 15  127806634790 404509842
12332 6 1  148985583181 15632953
12333 6 1  207212679254 28281752
12334 6 2  554449051859 118295736
12335 62 47  4363561392 518684567
12336 62 4  151805232875 50862788
12337 15 15  247929444135 97655810
12338 9 15  450904579782 352673884
12339 12 0  242100798924 27765768
12340 12 1  42986103199 55022205
12341 62 15  261452507222 120020032
12342 62 4  295801974852 53173943
12343 12 15  67978603185 337032689
12344 12 0  599701761652 14952670
12345 62 31  591602766329 196492482
12346 62 12  602042364013 239213294
12347 31 7  366924858230 951000589
12348 31 12  569237997966 43958189
12349 6 2  476565211578 51867379
12350 6 3  312014086479 18430884
12351 12 4  425342947173 216041892
12352 43 7  537688944831 189324460
12353 62 2  363749647194 35359420
12354 31 15  368624344299 173683834
12355 6 1  502836229424 22547587
12356 9 3  256004363484 86797066
12357 9 6  104003943242 91445475
12358 6 1  67515134008 39790373
12359 14 23  38057739364 198373130
12360 13 15  61682564256 216120451
12361 62 12  286209035633 77524957
12362 13 15  225366002739 485567349
12363 12 15  162433515882 186073833
12364 6 1  592394657342 29906294
12365 17 15  330662397895 548782213
12366 24 25  159023839359 736948974
12367 62 6  576527263343 142707022
12368 62 15  81196336429 168729082
12369 9 5  49189881644 2137862700
12370 9 7  541085248919 58677058
12371 11 15  74707288736 197569412
12372 31 15  12390757857 37868530
12373 68 47  406433896627 130886763
12374 62 63  125915415444 2386661713
12375 6 2  117701200256 292620002
12376 9 15  18906429737 161953800
12377 6 1  560111261357 106235587
12378 31 31  190148598360 35966649812
12379 9 15  238545619178 65646844
12380 6 1  573266229063 20959511
12381 6 3  213026586747 36720584
12382 9 15  399130803787 88206941
12383 62 12  108843273436 140067536
12384 6 23  209103122953 41571090
12385 31 11  568695991795 41796411
12386 31 3  361141948536 346109473
12387 68 47  452826499474 57664241
12388 18 7  347328292120 306851929
12389 31 3  136593232455 78291676
12390 31 1  10424332996 42151614
12391 62 31  147615460432 306737162
12392 12 0  262501956638 21633906
12393 68 47  148919297122 197622748
12394 62 31  265406219525 1585639839
12395 0 4  358627269483 1997940464
12396 24 33  177465751154 2355605188
12397 62 47  177516499195 2274659737
12398 6 1  75420578645 317091396
12399 31 15  87481327596 64385835
12400 31 4  414742823518 34834130
12401 6 3  324862874187 482669514
12402 62 39  178250493107 25353630197
12403 6 15  90879851533 964663082
12404 62 6  449207598158 121871990
12405 62 12  584522202060 128691998
12406 62 31  146630689651 223836943
12407 12 3  350956782603 83076146
12408 12 4  248261975515 298618740
12409 62 15  348317848875 47337756
12410 62 15  360177848329 72684043
12411 31 23  344425004668 2578533902
12412 93 20  425718064207 6701178144
12413 6 2  223269583765 246446902
12414 6 3  378013264871 25902226
12415 62 4  90011954980 48021602
12416 62 12  99972063640 224250565
12417 31 15  263917464358 178015688
12418 68 47  465755497760 145948242
12419 18 13  483506833220 275119799
12420 6 1  529216032626 31271847
12421 68 47  420560995182 534303206
12422 62 2  287778013573 25626914
12423 12 15  162642038049 76781996
12424 68 47  19057648978 249183466
12425 31 2  522437413728 28712485
12426 12 4  485733738861 211890244
12427 12 0  591421221026 22028140
12428 62 2  333290743092 162572937
12429 62 15  291313961780 105454850
12430 12 15  141588386811 295876406
12431 12 3  507853430786 239091071
12432 24 25  90941291437 1275863989
12433 62 12  219727337539 114484887
12434 62 4  450003875967 45924150
12435 68 47  439266929841 295777712
12436 12 3  416417594958 22280550
12437 31 15  83792255164 37671520
12438 12 15  558605510496 392026503
12439 12 2  330226695532 234067320
12440 12 4  418767662052 389097016
12441 12 3  204934519637 28814637
12442 31 12  209250505516 27801026
12443 12 0  568501300651 28657224
12444 62 15  522579703860 74058166
12445 31 7  276937837855 1692487885
12446 31 4  69741885411 36583250
12447 68 47  412560587720 585730311
12448 6 2  392717050153 252823278
12449 62 6  332732729755 164485507
12450 12 0  18901824384 21439068
12451 12 3  343659311250 317494435
12452 62 7  269818139303 109830244
12453 6 3  576865055758 432153342
12454 6 1  393354423622 36112859
12455 31 2  103929495909 197164664
12456 49 6  530075696209 211330012
12457 62 7  80004922288 8317915238
12458 6 2  149957662497 52250640
12459 6 3  128206077822 54051702
12460 31 11  10649132120 31246001
12461 6 15  263725624105 395700465
12462 31 11  142846721506 79136585
12463 12 3  221265219107 454748024
12464 0 3  112195142649 111444220
12465 9 7  433099448249 536706800
12466 62 63  494585336989 792050562
12467 31 23  554137289899 280300701
12468 7 4  397659953624 310993297
12469 13 4  303430122227 80329391
12470 62 12  453722619890 173525791
12471 68 47  341149145972 241545025
12472 62 12  144666503254 424461049
12473 62 12  464045923216 146722140
12474 0 3  360165234607 32283521
12475 62 31  124924518395 708817853
12476 62 31  586505562634 208881071
12477 62 2  589806197132 131917204
12478 62 31  131014516284 569527129
12479 6 1  154098985278 60706658
12480 12 4  585878323593 305340360
12481 24 3  522265755917 270471261
12482 15 15  563539009430 101677407
12483 13 4  530757000523 60928343
12484 31 6  208537337177 823769161
12485 12 9  213547784786 426625118
12486 31 15  523165375486 300391176
12487 62 7  493342625426 115979782
12488 9 15  337323055699 1787895576
12489 31 15  148575726698 30528699
12490 31 11  552614225978 32983701
12491 62 31  262475523300 193201825
12492 31 12  230856555449 31566385
12493 6 2  75806452479 346457796
12494 12 15  437404656907 392040084
12495 74 18  238581565395 160702709
12496 6 1  306083727546 87995992
12497 31 4  122541497667 46294012
12498 62 15  85426574812 141077457
12499 68 47  405893392502 141486613
12500 43 7  553483749711 263328012
12501 31 11  282207467145 23404089
12502 6 1  2160143434 36047671
12503 9 1  192479616916 124905409
12504 68 47  458501834118 80634287
12505 6 23  282799344594 48162590
12506 68 47  247509783122 211300486
12507 12 3  311267208665 453946896
12508 62 15  404738538548 2472063169
12509 6 3  10109494135 7228542807
12510 31 11  267068280530 46639933
12511 12 9  523332083132 307616797
12512 31 4  373933410822 25305178
12513 6 1  518123756683 25732153
12514 62 2  517770021496 128785197
12515 41 18  406163438284 183684030
12516 0 3  6610910557 515502413
12517 62 31  410043152825 196317442
12518 6 1  403212299128 30112040
12519 6 3  558011020422 29181272
12520 31 3  205441895319 368120802
12521 12 4  171584457316 352491098
12522 43 7  556536368744 173206271
12523 68 47  318942861025 390190608
12524 31 7  598809429329 7728734877
12525 62 2  235229660602 111626500
12526 46 63  455284616533 572146834
12527 6 1  303135078402 212093009
12528 46 63  299404474843 744188694
12529 6 31  87246513562 37191066
12530 62 63  266664989113 1316031397
12531 31 15  120463590646 17460460
12532 6 1  603010252928 26070450
12533 12 3  116867596349 333231772
12534 43 7  13597365339 580664660
12535 9 4  347762305840 69673965
12536 68 47  365541524603 388652877
12537 68 47  334297815287 283986026
12538 31 31  488865770686 150393402
12539 26 15  163229337686 629032427
12540 62 79  124632659333 3613224856
12541 68 95  81018415437 474216508
12542 6 31  91566563295 30070653
12543 12 11  49858649103 237842275
12544 68 47  20671340340 416679433
12545 12 4  406384001278 244170336
12546 6 2  212853709352 278566121
12547 68 47  332224536111 159632680
12548 0 4  99693198549 7633500870
12549 6 1  416755655070 420580682
12550 62 7  564825787041 109453543
12551 31 11  338113040773 52188878
12552 18 7  337687799807 337215005
12553 12 3  145656441630 447055057
12554 68 47  461451593114 88834501
12555 31 3  191059484822 299666302
12556 62 4  146444758874 45962328
12557 6 1  27192210510 111547395
12558 31 15  38413656333 20095673
12559 24 25  435925005978 848164759
12560 68 47  328264262514 563199800
12561 68 47  340053607997 150914959
12562 62 7  512663527090 325050876
12563 68 47  402618517184 230400011
12564 13 4  402547894706 75675290
12565 9 12  298029094970 234149382
12566 6 3  298821117424 27035275
12567 6 31  182608693440 53403369
12568 12 15  516606024359 367977781
12569 68 47  409258690202 85514980
12570 62 12  512043879086 153307315
12571 0 4  591231480235 528422164
12572 18 7  92787218300 491036292
12573 62 7  225446129034 5925584711
12574 12 15  78217255195 89292181
12575 6 1  153303402118 90654207
12576 62 7  161667320500 124474638
12577 6 1  22762286534 786608992
12578 31 11  352627616503 40819819
12579 6 1  139360129365 352079698
12580 62 6  339678617899 154544726
12581 6 1  586579100533 77972124
12582 68 47  410086336021 82769799
12583 31 1  320115381124 9582031516
12584 46 63  31816234155 502574224
12585 0 4  447172004843 1718031933
12586 62 62  343644993823 740694159
12587 68 47  467863667468 130446130
12588 6 31  523352743276 30463952
12589 9 4  406450593782 74621257
12590 62 31  78069630023 250046326
12591 6 2  97266915823 200390959
12592 62 7  240695560474 104251127
12593 62 12  576842184848 153565423
12594 31 4  48747250494 37207266
12595 18 15  66249294934 6021563561
12596 6 3  468873909974 400383380
12597 9 12  604120878995 88664567
12598 31 11  523518901105 36812795
12599 62 4  199231705943 55596800
12600 12 3  382211388563 31633677
12601 62 12  496922140336 150522279
12602 6 1  444851211138 98811658
12603 6 2  549918297210 670056414
12604 12 15  427302189875 49788705
12605 18 13  306052502258 243416069
12606 9 12  322391069432 253708545
12607 6 1  164327815151 176694419
12608 18 15  494729040310 439106352
12609 31 4  184500704434 374344589
12610 31 4  316524980441 32864272
12611 31 4  132138145871 44034097
12612 6 3  169830527482 32613155
12613 6 2  417269679820 60609058
12614 38 4  209229166550 5426720043
12615 31 15  141683547283 41860982
12616 62 4  535202005667 38568653
12617 99 7  307200609307 2317652079
12618 6 1  195363757097 148841453
12619 62 4  495605257022 36860775
12620 6 1  84662177308 124869809
12621 6 2  571581902659 1073538560
12622 12 4  446925777358 230514913
12623 62 7  107625241550 5776467218
12624 12 7  13872301591 298723959
12625 62 4  145212286853 62171217
12626 68 47  255033329584 112703071
12627 6 2  255141327461 46009049
12628 62 12  852789556 85991253
12629 15 15  64009198392 126133312
12630 12 1  138016807207 80763920
12631 31 15  98103969351 33285388
12632 49 6  537270260265 192599891
12633 6 1  117058632694 33912182
12634 6 15  166177731750 1337400574
12635 12 15  414975153365 48999263
12636 62 7  549335990122 111195747
12637 23 15  92358233822 589354505
12638 12 3  264451722344 309452965
12639 62 31  530497465413 257631134
12640 68 47  458614111762 153671052
12641 68 47  461284035264 77814055
12642 24 25  85273648386 1366077843
12643 43 7  19743647192 259601581
12644 62 2  209064939486 116644381
12645 31 11  467844886095 81255744
12646 9 15  101918772156 319100199
12647 12 3  498318742251 34434948
12648 6 1  507410650470 188097015
12649 12 15  597961403555 55366707
12650 9 5  459531144523 1783551740
12651 31 11  142242252149 93110107
12652 6 1  302235521082 89414513
12653 6 31  191867089266 34064661
12654 9 15  439920099166 28889927709
12655 31 11  325438545883 30245753
12656 6 23  198431414820 45383787
12657 62 6  374998627508 134943551
12658 13 15  193367815398 283504747
12659 62 12  377642718675 256123498
12660 62 63  141316602348 1788596598
12661 31 15  366541172046 228947579
12662 62 4  277204558530 50044449
12663 12 3  280528827023 40688278
12664 62 15  403429212035 63836601
12665 43 7  17868337214 127258550
12666 6 1  485733748547 205995057
12667 31 4  358920262945 418436003
12668 62 12  123242799331 67129080
12669 31 4  219140151769 31890478
12670 12 3  556060532981 293795959
12671 17 4  12899082193 2740828465
12672 31 11  293179414263 48917247
12673 38 4  272463524566 10418636710
12674 62 31  396302612783 210846426
12675 31 31  474528398950 156984001
12676 12 0  254102103958 22727814
12677 15 15  562731194672 127721280
12678 9 12  339162624199 254067162
12679 6 1  518922428956 165986257
12680 68 47  240419211308 1257833155
12681 9 15  463535713639 74485997
12682 9 6  543209879978 61090532
12683 12 7  413483467597 380293742
12684 62 12  554523117300 155812468
12685 12 1  74447814564 60378909
12686 14 21  421212855169 154499991
12687 13 31  522819658602 2322829007
12688 31 7  294431709330 298219025
12689 24 25  430878405007 959382506
12690 6 31  292292570074 27956374
12691 6 1  141635268323 39700348
12692 9 15  580969742852 143253892
12693 6 2  361015545591 142339790
12694 62 63  126073877346 2423694324
12695 31 15  15572484474 223472547
12696 6 2  196760903688 45489735
12697 6 1  216945897287 42998495
12698 6 31  70611787234 38197892
12699 12 3  589934893861 119787425
12700 50 7  426645583382 231649468
12701 6 1  357313058187 36617220
12702 9 15  595812113230 88572434
12703 18 7  150527968278 183156271
12704 7 4  337612858861 9838593654
12705 12 4  386132650757 262097923
12706 68 47  152967791927 440455458
12707 68 47  277950538538 265971327
12708 68 47  453984009865 63739190
12709 31 3  434943106533 354046764
12710 62 7  157231495497 216593420
12711 12 15  58697437980 97271284
12712 25 12  56734840215 107516144
12713 12 4  58275977026 813561049
12714 6 31  26845005624 30526892
12715 68 47  342291908565 768407276
12716 62 63  602585431633 799604944
12717 62 4  574201704166 65536772
12718 18 7  188350152075 1765018413
12719 31 4  49348034993 38465720
12720 68 47  255863698432 108196498
12721 62 15  280264106295 124087006
12722 31 3  167650110989 336008983
12723 6 2  602749520956 243194772
12724 62 12  41423798972 61166179
12725 31 15  30643059078 30464471
12726 62 12  65656587580 156102849
12727 62 31  599046590634 208154096
12728 12 0  143700800942 24166270
