1 15 15  597386942813 252917418
7229 625 397  159442637482 2048662752
7230 31 7  251786484594 949735772
7231 68 47  464780267180 87916596
7232 6 2  196826204207 187219106
7233 12 11  136010467567 347444823
7234 0 3  68543303000 26792973
7235 6 31  512730082069 32595013
7236 68 47  458927685339 70862172
7237 6 2  228422990050 372396474
7238 62 9  166095978701 1610323094
7239 37 15  223536647155 651897854
7240 6 1  461730606402 32525237
7241 62 4  263808281191 679498261
7242 6 1  305716335346 335539311
7243 68 47  405032322925 313584124
7244 15 15  78383955534 317032491
7245 0 3  381739780766 25540202
7246 31 15  44466480092 26883167
7247 7 4  488098589950 11097331064
7248 68 47  341819315351 321838675
7249 62 7  579320957790 83841712
7250 12 4  85372710566 296653424
7251 12 15  126607760310 366906578
7252 31 4  391842496483 62341681
7253 12 7  39081666544 510462993
7254 62 7  59175043195 449916448
7255 12 4  88227584126 432158891
7256 68 47  409702962501 102845917
7257 46 63  555845173230 579903285
7258 62 103  129314036037 596509078
7259 31 7  103789230618 467462651
7260 31 7  4201637770 157631105
7261 31 11  147526335640 51161788
7262 68 47  452985365037 288057370
7263 12 2  44805983031 101626754
7264 12 3  15929725440 44666730
7265 6 2  587545955726 133046502
7266 62 15  604133241669 71544502
7267 46 63  500405939998 532727250
7268 9 7  548285428519 87063974
7269 6 1  382520006661 27532584
7270 62 15  243345473435 109090791
7271 6 2  159511185976 45719434
7272 62 12  454265970979 149753463
7273 9 6  227999176134 284605943
7274 9 4  482780578268 127961078
7275 9 10  309662950997 74157744
7276 24 25  262591159310 332237391
7277 68 47  76283302701 88620100
7278 62 12  59421784396 181870327
7279 31 46  181104966075 9474639348
7280 62 63  127874391636 2184060274
7281 31 11  543504996001 43773493
7282 62 4  564604349113 42230730
7283 31 15  591608124794 279463821
7284 31 7  565286775216 45825425
7285 62 12  225004996084 48408400
7286 68 47  576274492110 98399045
7287 68 47  454123718745 68243434
7288 6 15  72872305192 575686449
7289 31 4  221135004378 61157569
7290 12 4  377788884014 194105273
7291 68 47  402169588393 277387859
7292 9 12  428537120350 260829931
7293 31 4  266154350415 91581327
7294 12 7  143483421726 358989235
7295 9 31  281330687937 126314388
7296 13 4  133710814238 75548930
7297 62 12  528362209598 137049526
7298 12 3  368721683328 37970973
7299 62 7  457447665886 139416004
7300 46 63  255002535690 510714885
7301 6 3  565230014913 32968050
7302 31 15  39647473163 31523714
7303 15 15  476731667186 99667702
7304 6 1  360071605084 32719036
7305 9 10  571140973279 141689065
7306 62 15  233944151137 73727554
7307 62 7  400175211776 440077150
7308 7 4  548855563310 276156565
7309 62 9  504779240502 1293652576
7310 12 1  10123260898 28399976
7311 31 11  439829892375 34733821
7312 31 4  381298840981 434502173
7313 6 1  518401241450 27337577
7314 6 1  44374852383 749846151
7315 31 23  502836260143 2119924079
7316 31 3  308941952347 337767255
7317 31 15  10244630277 34329193
7318 31 15  570564347197 3274597085
7319 7 4  574066355121 304580311
7320 6 2  519029672441 299000578
7321 31 7  369895733674 76157578
7322 31 15  61508284176 31886522
7323 31 15  12304592684 34425827
7324 15 15  47262086453 153550438
7325 31 4  207912812144 43937300
7326 15 15  439636113958 114949389
7327 68 47  245648659799 215197647
7328 68 47  241751211930 311570867
7329 24 3  187814928284 387934051
7330 62 15  425538552963 323286916
7331 62 31  376892810493 527642965
7332 68 47  227954295106 151884662
7333 6 31  340370539269 37189939
7334 31 4  413418849262 29222940
7335 84 18  403595252007 84537520
7336 62 12  476042825913 126520676
7337 6 1  37564451273 29514292
7338 43 7  111870348084 381071901
7339 62 4  600002058712 40885147
7340 62 15  123371573965 143732575
7341 31 4  427947257726 44658235
7342 6 1  328220969135 83316461
7343 68 47  232386572799 290654076
7344 6 1  355312738639 19872424
7345 62 31  84460044182 102335596
7346 31 7  533991797033 1835652669
7347 62 15  204240806772 332805840
7348 68 47  365347186483 563028332
7349 125 77  428697146725 689356070
7350 12 7  395478075573 406628600
7351 6 2  48611289680 186108999
7352 6 1  438319194494 32198977
7353 14 22  278211950936 267132897
7354 12 1  338602228907 49221387
7355 12 9  256705138373 441619721
7356 68 47  468182845774 103753507
7357 62 12  89642703949 133779851
7358 31 15  432060298278 293263221
7359 12 3  153664307536 382781214
7360 15 11  323707070320 456192177
7361 6 63  376904417772 33747018
7362 31 15  435170736230 253778417
7363 68 47  453494665581 80581550
7364 31 11  487517413535 73293615
7365 6 2  455559775259 277992116
7366 62 15  62929457929 190419913
7367 68 47  66399920642 217463623
7368 62 63  384086019711 431799685
7369 12 7  89460879332 654927598
7370 6 15  497672767164 852752459
7371 18 7  91885343928 493940422
7372 68 47  458052076617 66865373
7373 6 31  234769460025 32363151
7374 15 15  430484570600 123602132
7375 6 4  361041285135 475586702
7376 137 62  445294671188 241063416
7377 62 7  212240925157 134559357
7378 13 4  341319307073 59666298
7379 6 2  55622671505 373301876
7380 62 12  498603764873 52402943
7381 12 6  408209718411 417138719
7382 9 12  275971475806 245748790
7383 18 7  78654548436 322268910
7384 62 31  513684971239 679547840
7385 68 47  231154800611 348603797
7386 56 47  547041295881 150274581
7387 62 12  328445033126 367969535
7388 9 31  289393992025 1788111066
7389 68 47  247243700807 111462362
7390 12 4  295452691456 200636077
7391 56 31  263043672018 112406268
7392 11 15  60422077510 247947805
7393 9 4  257173097548 76407398
7394 12 3  591913704113 34495203
7395 68 47  461491375980 97530863
7396 46 63  346323329107 588961902
7397 68 47  278873145429 69967774
7398 31 3  509642998719 334612255
7399 12 15  465484619843 22568803815
7400 31 11  297267799237 48706325
7401 68 47  462908627002 74098702
7402 31 4  186740256627 44447675
7403 9 12  438724284334 102994817
7404 62 7  83103086333 117642064
7405 6 23  111662563087 58342814
7406 31 11  411038674693 33512682
7407 9 7  280508793305 175151346
7408 13 4  241989018168 126369789
7409 15 15  574288144351 443105040
7410 6 1  216647813440 346324496
7411 62 124  497878203832 1607870302
7412 9 15  474146830030 119387798
7413 68 47  435440459651 78294187
7414 46 63  302404362979 546936985
7415 15 11  237441547353 306992664
7416 62 7  82430623391 68149910
7417 6 31  446158142473 28802881
7418 62 7  168655496840 134979396
7419 31 23  13263356249 1437105877
7420 12 31  159152797149 203711109
7421 6 4  279565983960 61427813
7422 31 23  337233347773 2865116492
7423 12 4  539035679093 209600928
7424 62 12  54125051962 60702151
7425 624 233  159588173944 369328547
7426 62 124  582699142734 2108857871
7427 9 7  366215380732 129211125
7428 6 3  283811550305 38761122
7429 62 31  330244103590 243577604
7430 0 31  472154377726 330183770
7431 149 6  58754083803 2764031339
7432 6 2  122212717699 869906804
7433 62 63  37440080095 1316461877
7434 0 0  330370081829 3646994696
7435 31 23  171724721224 1087662322
7436 6 2  338713427940 5196785727
7437 6 1  339236580315 36884011
7438 838 865  110552130723 1073817800
7439 68 47  233143660304 215978177
7440 6 15  87275696352 707542777
7441 6 3  199869574852 35272355
7442 12 2  336901721574 303890677
7443 62 63  307683633704 3508074225
7444 15 15  250834346479 350763061
7445 12 4  482271614329 251631739
7446 12 4  173694405426 255079745
7447 62 4  419401285101 46550180
7448 31 31  78034656194 1621362731
7449 31 11  438019168667 36158368
7450 12 11  405655307113 307265663
7451 6 2  75534401949 54275580
7452 15 15  336076876923 130370685
7453 18 7  265915149416 274433397
7454 9 12  382115724596 217909495
7455 31 31  164447304798 1930021190
7456 13 4  216783980722 60022949
7457 68 47  90276752182 191146376
7458 62 63  270507968028 3115101328
7459 3 0  242531266120 15270325
7460 68 47  460972373630 276306275
7461 6 2  217990147434 161757357
7462 6 1  384554606194 35342746
7463 62 63  552184454713 1148230997
7464 62 15  47415210058 2904433714
7465 9 10  570057479395 71733402
7466 31 11  559454132256 89912613
7467 62 98  479407991532 684785869
7468 62 15  169929175958 100457804
7469 62 31  150680969613 539199378
7470 62 7  406513022805 98701406
7471 31 3  166742214354 355239512
7472 12 15  475810554953 47340082
7473 12 3  343652002122 284314423
7474 6 1  153078018106 140439086
7475 68 47  341254930484 140888161
7476 12 15  50417693971 51042433
7477 6 31  260964460227 38285387
7478 9 12  530054044491 262045147
7479 12 4  592808091078 103841244
7480 12 4  445713048230 275898242
7481 31 15  157873549246 93355674
7482 62 63  293285046555 2566079352
7483 24 25  1384136081 697687086
7484 9 7  195003928372 95422610
7485 12 3  579320952030 27294127
7486 31 12  410842997924 43831181
7487 31 4  136354811140 45541371
7488 6 2  322525816326 322149075
7489 62 12  493691149327 441938890
7490 62 31  256160355825 119316509
7491 6 31  239402806087 27642116
7492 62 2  257704849556 115332141
7493 38 4  446430760301 714069295
7494 9 10  307891113972 76502491
7495 68 47  327056512398 353728780
7496 62 31  510006773193 208379118
7497 15 15  421825156430 280991701
7498 62 12  29470076118 66614356
7499 38 4  360777768671 6838552105
7500 68 47  465132085448 69034726
7501 62 47  332507808872 1684569015
7502 68 47  402834455924 87258611
7503 6 1  448221189969 28811472
7504 62 31  288302282146 211718391
7505 12 4  115820376469 3134543177
7506 62 31  160306442624 145867840
7507 9 4  508500264384 58249189
7508 62 12  82935579856 437472904
7509 12 11  596294919468 107812054
7510 13 31  603173646132 1409903597
7511 68 47  450836636016 81262393
7512 6 31  187258793057 35624431
7513 62 12  225482109377 65956677
7514 31 7  190734369051 798748362
7515 62 7  567998714244 323778144
7516 62 2  324342091864 129910308
7517 62 4  332160415859 2461027252
7518 62 7  60145737651 119880555
7519 37 15  162928373235 165688833
7520 62 12  217804075808 129310303
7521 6 1  334176282852 21826275
7522 31 11  280528819186 33632643
7523 31 23  490063694422 900867610
7524 31 11  570194203903 38720649
7525 31 3  220745501337 44299203
7526 62 7  570214231865 444602616
7527 31 3  298142241105 322549967
7528 62 2  132606099870 186886510
7529 0 3  58102306520 157088801
7530 6 1  89752060301 19674198
7531 56 47  130002212980 247028367
7532 6 31  234702181446 30363745
7533 68 47  18869752560 262239670
7534 12 4  32050687087 112259054
7535 12 4  565832543226 680032241
7536 62 47  327420709040 849443340
7537 12 4  592569293017 186168939
7538 12 28  74109763750 1569553384
7539 62 31  441005212387 221865345
7540 31 23  63690605312 1900901407
7541 62 7  369638950415 128275009
7542 31 15  595756227556 225234053
7543 6 15  389660812668 723094726
7544 31 4  287535182600 30830883
7545 31 11  494772751340 49843448
7546 62 12  441482136534 296230623
7547 24 33  432958645447 752859486
7548 9 4  377499620639 60650258
7549 9 12  482289715261 88245539
7550 6 31  6069514036 32318062
7551 49 6  378859292573 190625258
7552 12 1  417813735260 21316559
7553 62 4  572402655767 31170925
7554 15 15  334414934546 497719918
7555 60 11  440838749648 180630871
7556 6 2  488096211932 33309349
7557 12 3  72648679267 47816575
7558 24 33  431623684119 808724243
7559 31 11  527125024499 34647095
7560 6 24  359195862904 429770588
7561 6 3  536423359319 24799022
7562 62 31  116357851746 478905114
7563 62 47  537005334598 28654218721
7564 6 2  68760736905 43755641
7565 6 1  96754526439 22629928
7566 62 2  283778447187 137731235
7567 6 1  375482251490 21964409
7568 6 1  252027229276 43230979
7569 68 47  233574363940 527203825
7570 9 7  16092414665 173430552
7571 6 1  82432296392 39647063
7572 6 15  353839411372 829089743
7573 62 31  603686677718 681081407
7574 31 15  114039630911 36141601
7575 62 9  442510270392 1516085772
7576 3 0  49933340738 29794193
7577 62 31  326102795795 282256520
7578 62 12  384842872311 176987243
7579 12 1  330670264918 46544635
7580 9 7  485770140250 2264238919
7581 18 7  368444918090 1702720581
7582 47 4  234956746241 203345029
7583 131 39  277161020824 214275752
7584 6 4  462908618492 2708430889
7585 18 7  376227192174 388597518
7586 31 15  46605940364 61979720
7587 15 15  74356936493 152696723
7588 31 11  559520067642 110142660
7589 62 12  240843336306 206271394
7590 3 0  118346176589 26707993
7591 12 4  412805683788 1051660902
7592 6 31  576865046472 30784495
7593 62 4  36941936783 459047050
7594 6 1  212431483799 32121033
7595 6 7  462054380523 7364336296
7596 31 7  322730936440 4838357806
7597 62 7  570927412765 184430016
7598 31 4  133937285054 37365611
7599 62 7  123239055405 551907684
7600 31 7  539820808562 4335541719
7601 43 7  96474385823 331302290
7602 62 15  301214865971 1873197059
7603 6 1  500073380618 185786491
7604 6 2  106026842434 636980807
7605 9 12  581947059357 195029568
7606 0 23  51350032082 292068614
7607 9 15  523980586875 60113927
7608 6 2  270507938909 250568072
7609 68 47  466369390028 79602945
7610 62 63  191645390422 2489003228
7611 12 3  405625462351 27398583
7612 31 7  463694181163 238669159
7613 68 47  446136072555 70675469
7614 31 6  598634929222 73291965
7615 6 1  575330454262 59546167
7616 62 12  267064106293 434983927
7617 18 3  394947201948 151460242
7618 6 3  187963654958 42297010
7619 68 47  458576094846 63210463
7620 62 93  285722856456 561927725
7621 12 3  261647601915 26266204
7622 13 4  508004769772 63454695
7623 31 2  19107676301 41180043
7624 62 79  363016062552 2619229015
7625 6 2  129542861411 232657703
7626 9 12  224661715678 86073782
7627 6 63  448903872061 64121551
7628 6 1  333017788285 32627503
7629 62 12  89163900422 157522211
7630 6 1  432921954871 40030993
7631 31 4  102186100111 79375835
7632 62 12  202922584707 118895723
7633 18 7  17092705791 297275387
7634 62 15  271833285847 76642075
7635 62 47  77984420624 4439532252
7636 31 7  164015994674 61016914
7637 15 15  73926459717 193432228
7638 12 3  276315663607 108104877
7639 62 31  166402004518 5344981776
7640 6 1  365870525697 15628732
7641 62 103  258003574693 634873632
7642 62 7  196932538950 163766703
7643 13 4  575140115946 56845933
7644 12 15  540603025554 368072950
7645 6 23  286984657861 30439643
7646 9 12  37576908205 77154476
7647 6 2  418202381264 339244728
7648 6 5  28017584567 1903623644
7649 12 11  224085070441 5920251571
7650 112 128  447314460314 450412790
7651 62 31  382870063221 107307334
7652 6 1  416719324473 38432457
7653 68 47  180932532887 339960765
7654 6 2  152265639521 2523109886
7655 49 7  191733480993 452228037
7656 6 15  130469373511 2287470444
7657 31 7  197956903699 155681919
7658 24 3  469075593027 271093768
7659 215 241  312312134232 99757779
7660 12 4  91834463030 213879655
7661 31 15  60340764641 39378090
7662 31 3  362042148652 302390929
7663 0 3  439337490960 19578374
7664 31 3  430350506433 425409797
7665 31 4  60933369795 46090740
7666 62 7  229878754109 511887875
7667 62 103  69924954871 745034269
7668 62 7  317186337932 7526056524
7669 6 24  269767412450 339588827
7670 68 47  395750355801 263159033
7671 62 2  177660318218 133871105
7672 8 2  141523282307 291112752
7673 9 12  181321605169 229160608
7674 23 3  263812003744 363621509
7675 62 15  85458988636 130242173
7676 31 15  11139633614 31208072
7677 62 15  248207286934 111588623
7678 9 15  337338834343 233179339
7679 31 15  111953296133 41275775
7680 12 7  420674669537 468737253
7681 46 4  252108345638 5898450810
7682 12 2  300562008847 231791015
7683 68 47  109013495431 378532241
7684 62 63  343393383268 801750843
7685 6 2  343516357934 137625413
7686 62 7  10486151304 92533530
7687 9 12  54938805470 98010120
7688 49 47  208899056334 1712939893
7689 6 1  125125947017 44488393
7690 56 47  237461871270 165743322
7691 12 2  422819078561 174527038
7692 6 31  393080144705 44021451
7693 3 0  537745042635 21652291
7694 6 31  545191456256 26126543
7695 12 1  592431387944 50455107
7696 43 7  551143703100 130566460
7697 62 31  113439616197 171247922
7698 0 3  341412612452 21950942
7699 62 63  430085374825 2826292213
7700 62 15  33060334682 1779716556
7701 9 12  308615932816 423520421
7702 31 4  130589824764 403376006
7703 62 12  365404546312 252941359
7704 31 3  184742050197 342482672
7705 31 7  18093475007 2114179991
7706 3 0  395540144045 20092974
7707 6 4  75436750711 23818585391
7708 62 63  26603539385 811071927
7709 6 2  382548864991 275889389
7710 68 47  526688379781 302301939
7711 31 11  168927214623 29201845
7712 15 15  483279914140 106776834
7713 7 4  307664527078 456638357
7714 15 11  195561986493 288546372
7715 31 11  391213021834 54607628
7716 31 15  170469173637 429735612
7717 12 28  183888916423 2286198115
7718 31 31  267803768576 167317796
7719 24 4  140694393708 2155285923
7720 62 47  18242335890 2341164262
7721 12 3  291857937660 285596917
7722 31 11  237496156545 89689978
7723 62 12  562265275522 117248225
7724 6 1  582510422111 17538835
7725 6 1  415616475837 362104726
7726 6 2  561336758977 53416144
7727 68 47  405539476143 636028587
7728 31 4  342132404140 36594107
7729 62 31  515102148234 198698657
7730 62 15  282292906029 119670494
7731 125 318  466012840083 2183549399
7732 62 63  119525451411 3319189908
7733 68 47  155739676457 458143031
7734 62 31  324007257697 512109968
7735 6 0  253748384028 44287009
7736 9 12  139541370409 88489791
7737 62 2  59724920792 131347165
7738 15 15  399558003152 492630625
7739 6 4  268794380491 66264279
7740 9 7  547352381435 75100267
7741 31 7  509601430320 62511406
7742 68 47  160900491851 280051087
7743 62 15  83508895195 1315916128
7744 62 12  190443840301 75599655
7745 62 15  562136031048 81733111
7746 12 3  22286679265 43597432
7747 6 2  265915140541 296157127
7748 31 11  431723303804 44586287
7749 62 31  414591249859 2503960872
7750 62 4  416402272751 40515576
7751 6 2  544319048429 38948176
7752 24 25  58566604065 1942699760
7753 62 63  386886789233 3527895215
7754 62 7  507975492431 168054025
7755 68 47  461603742223 79904774
7756 18 7  15904219780 422458054
7757 62 1  381432333661 12652990187
7758 18 10  228472023328 71720747
7759 7 4  73654911842 397102925
7760 31 4  9435667125 1101590106
7761 12 4  257851089099 555159547
7762 6 3  203420368715 30607672
7763 62 47  320946562337 1247637851
7764 43 7  283754826906 272244554
7765 31 23  114941268470 546199503
7766 12 46  469469781565 4511396826
7767 3 4  395201863732 1574427776
7768 12 0  200102344589 28705595
7769 62 7  95750392850 20560724248
7770 62 7  176247484084 128064280
7771 68 47  60163704505 210088517
7772 62 9  182010886511 2327659025
7773 6 2  223231826254 43862353
7774 62 12  42853220539 69794672
7775 31 11  245957516139 45811461
7776 68 47  20310197234 522819759
7777 12 3  107776695572 38774550
7778 0 3  481813514411 1138832478
7779 6 1  599418298715 32847882
7780 6 0  293290625962 46517872
7781 18 7  222133940826 265466712
7782 31 23  23317218277 1644923275
7783 31 15  336812706797 52736924
7784 12 3  255273260019 88858335
7785 46 63  288603341535 725243130
7786 12 7  497800874289 80414994
7787 31 31  398516219514 190283059
7788 46 63  496804580645 556039393
7789 6 1  325180663621 310670417
7790 6 1  240635316576 44491010
7791 6 1  344242798291 105076692
7792 62 21  449243310777 208430134
7793 31 15  89185009869 72309061
7794 84 19  329877360445 96766352
7795 62 47  345935995163 534578740
7796 15 15  68509336586 127336257
7797 9 7  195599355748 498381207
7798 31 4  110551997303 64754816
7799 6 1  391213018104 31589807
7800 62 63  76041906782 178091510
7801 62 12  294363537767 148055797
7802 12 4  52213747346 261716689
7803 12 28  201005558927 1939618169
7804 12 5  394129841233 24180297157
7805 6 2  116823857719 390525474
7806 62 23  562131204165 2105214281
7807 12 15  142761604471 617211913
7808 31 31  177320321958 1512187870
7809 31 4  167655885908 32678419
7810 62 63  429795063150 1238021636
7811 12 15  249441295916 67485353
7812 62 2  512344502454 120884324
7813 15 15  332539007237 1336698903
7814 62 7  54712638446 263087558
7815 31 4  87321491833 552129704
7816 31 6  254067580231 59414387
7817 62 15  103553878907 143547222
7818 6 3  333017795064 39625978
7819 31 11  355230579967 387888375
7820 6 0  338784991002 753489129
7821 24 4  524808527662 1359624188
7822 15 15  421839652911 261386702
7823 12 3  126628603109 36998744
7824 9 15  589304460854 1222472324
7825 62 31  352202806548 205083604
7826 12 0  559501275192 19766373
7827 18 15  411280353946 2592688057
7828 12 15  217170619465 66560272
7829 46 4  79404959304 5164191398
7830 62 63  141045821989 1888885578
7831 31 11  481231335877 31284626
7832 6 1  329772747320 155864995
7833 31 31  7316534822 143998413
7834 31 4  333220120932 621732424
7835 68 47  538658309764 370526362
7836 68 47  394767223183 143425327
7837 62 2  250438205347 105448959
7838 12 3  417331060736 31976968
7839 6 15  501271638894 585092018
7840 62 15  100918825187 134924766
7841 62 31  28011802289 48212539933
7842 15 15  73722129299 159686331
7843 62 15  594615519241 637200727
7844 12 9  393748827363 349077934
7845 62 15  214271520145 661683685
7846 62 15  115897593579 264633677
7847 68 47  407924358496 128572638
7848 9 10  570109983334 170294875
7849 6 2  513575267249 169411747
7850 31 11  290417812366 40139921
7851 43 7  75694695090 23530756941
7852 62 9  356688132906 1918925998
7853 31 7  542461218093 677439883
7854 62 31  325202648876 220120228
7855 62 31  47105975201 279472886
7856 13 4  453476223638 66894689
7857 31 7  565286802176 48115205
7858 6 1  318660738741 161552888
7859 22 9  430945434716 1585081944
7860 12 15  78995239753 78141686
7861 93 7  297126740398 43722865244
7862 6 5  94681656997 3186601332
7863 6 4  441467749076 63483736
7864 15 15  590215512855 256124097
7865 68 47  526496986258 141261743
7866 15 15  51363431220 118576035
7867 31 46  393991722825 276094583
7868 62 6  123835457082 1052200249
7869 62 12  139091356183 69804986
7870 9 4  168270744068 81581952
7871 31 7  225433565681 463020363
7872 62 15  213509949335 440449803
7873 58 11  339969260783 305402777
7874 6 1  519368258350 12000965
7875 6 2  513259521751 138405208
7876 7 4  584854964157 422041750
7877 62 7  24094190499 114013577
7878 125 31  124978185775 109136296
7879 19 7  164807627518 244045111
7880 9 12  487874662382 85888170
7881 68 47  425856173219 112298089
7882 0 3  446964676311 87433151
7883 7 4  138474366583 410517827
7884 62 4  260171527119 441029955
7885 68 47  456669290165 50212221
7886 6 2  281262643186 289951660
7887 6 1  564550135874 23655248
7888 62 12  481563566610 96486094
7889 6 31  206938792213 36088423
7890 62 2  227059095720 176261342
7891 62 15  490222180653 475064751
7892 68 47  539082511454 124406698
7893 6 1  371894566582 13215702
7894 62 31  397201741351 222528880
7895 62 12  86048065529 187139519
7896 62 31  159333131524 164501693
7897 6 1  586109988139 69691216
7898 12 4  234276904089 363589071
7899 12 11  495588856946 152973873
7900 31 4  41120791772 149027039
7901 6 1  1942850568 16524569
7902 9 9  466595269267 63169049
7903 6 1  181215450637 34720685
7904 9 6  438387754525 75950941
7905 31 12  227241160581 54817795
7906 46 63  315603428637 540210075
7907 6 3  418824979715 30041193
7908 15 15  336760949600 166463233
7909 131 38  139223202153 217532515
7910 870 865  111278662755 942302121
7911 24 121  302361597336 14463365650
7912 6 1  33859341205 157814352
7913 9 15  351731271841 1063826791
7914 68 47  318660759818 145885604
7915 31 12  119254794416 78083687
7916 12 0  579301332729 20481609
7917 68 47  254727294348 145094584
7918 6 1  191311906710 2257047640
7919 31 11  311063807464 42884939
7920 68 47  439907775725 638117563
7921 6 1  494057164151 35628902
7922 62 12  52212833549 148225243
7923 62 12  287162620142 103087179
7924 6 1  415229174360 34455558
7925 62 31  282292913812 142573669
7926 62 7  127037262803 191466891
7927 68 47  456091534267 75661451
7928 62 4  186602376376 40275796
7929 62 12  410526637433 240679388
7930 11 15  101714043277 660897447
7931 62 6  138407550341 126294869
7932 6 24  365149745191 2119215227
7933 6 5  389835697385 2494683747
7934 6 2  86343651440 445811248
7935 62 12  382442240610 242588224
7936 9 15  566112798100 190375934
7937 13 15  193367798553 316631653
7938 3 0  366739258256 21246718
7939 12 4  454157840600 264251759
7940 12 15  252467003256 205820460
7941 31 11  235394279168 35436298
7942 12 4  299459954899 332446095
7943 12 1  507448911013 719632999
7944 6 23  200420861418 38379751
7945 12 3  304058832612 297091071
7946 12 3  93212309049 273549219
7947 6 3  230427513562 44629736
7948 31 15  175258137417 536123081
7949 12 1  598285023931 40267811
7950 68 47  444397475243 61668235
7951 12 1  337944906399 46612747
7952 6 2  523623473511 339337506
7953 131 37  212330262419 276200092
7954 31 23  288063306000 413103576
7955 0 4  446235256803 885150288
7956 43 7  95160602750 3558827079
7957 31 3  552841501406 329151218
7958 6 3  557419469869 23319490
7959 68 47  230445299546 350052920
7960 13 31  462181247667 2267551471
7961 9 7  551208809984 51391341
7962 3 3  330403696062 4008053451
7963 68 47  446217188216 86491256
7964 41 18  602174998841 182827383
7965 15 15  310178881569 136859027
7966 0 3  400091137842 103407957
7967 31 23  259018969136 1824253270
7968 12 11  78508210711 124356869
7969 31 15  113443588237 53112805
7970 9 15  553335678614 1162246305
7971 62 31  328206481389 209397720
7972 9 15  286944015545 1291279840
7973 62 2  254072695959 130466207
7974 68 47  458520114902 110282699
7975 6 1  159794073829 133132654
7976 12 3  338113043337 48251466
7977 68 47  444851239034 89914232
7978 6 4  578347522401 44675109
7979 9 4  217869523504 92461142
7980 0 4  367691084712 11245392927
7981 12 3  508815365250 139509186
7982 62 7  181545784328 627223233
7983 62 12  5409001625 179316609
7984 31 15  44115481850 29224805
7985 12 0  378901175379 20302719
7986 62 63  227716403234 2020742264
7987 62 15  273776554051 112273312
7988 12 28  381286716869 1089966932
7989 68 47  73315212628 286859104
7990 62 4  465603122081 35997460
7991 68 47  408214067250 86417925
7992 12 3  203162774487 68733012
7993 6 31  259844859656 22215990
7994 6 3  591016766717 28915953
7995 12 3  162733510708 136629863
7996 31 23  237666273360 325450903
7997 6 3  114029853563 43760719
7998 6 1  357258948713 29499340
7999 0 3  193458436208 38065126
8000 62 12  161164170228 69259987
8001 31 11  279270434971 49141373
8002 15 15  338716945499 201377355
8003 12 3  170870482084 474920314
8004 43 7  550130594201 205999170
8005 6 1  543902653793 18022252
8006 68 47  364437824602 137128137
8007 62 15  303023453011 880015358
8008 43 7  286394026888 284473829
8009 6 3  436815371821 28538054
8010 12 4  280726318601 215071475
8011 62 47  344523447556 3317582143
8012 9 12  480889673318 117722164
8013 18 7  49384428898 226513636
8014 24 4  92821318660 1214649912
8015 38 4  360745233195 6864429718
8016 62 12  560283078761 210076571
8017 271 159  1032883467 211753145
8018 31 11  382701362169 48040227
8019 12 11  78339860424 182263374
8020 12 6  117903600312 167663468
8021 0 4  446177268501 933825218
8022 43 7  535156001014 164325647
8023 62 4  304202401948 45964168
8024 6 2  575554984622 37502067
8025 62 31  57906739152 222014310
8026 12 15  64225084389 368752226
8027 6 31  355156994911 40269640
8028 9 12  345274317631 119534806
8029 9 31  231071387441 135413679
8030 68 47  265640081845 573241667
8031 74 162  286945952405 1286269129
8032 6 7  296837195419 11398300485
8033 7 4  358053479957 326178206
8034 6 2  143569703508 163062463
8035 6 1  341412652572 34535689
8036 31 4  249923339653 59440574
8037 31 15  318063759287 476949854
8038 46 63  378122805033 544177500
8039 6 1  545419405502 37650705
8040 68 47  457447672554 73595743
8041 31 4  139749249111 64286651
8042 7 4  440876055751 292695101
8043 62 7  583358816772 39148411618
8044 0 3  542651356544 27831202
8045 62 12  523804416881 183405194
8046 62 4  441003486160 45047283
8047 68 47  421273087364 100533024
8048 12 0  526502602395 20742888
8049 14 23  15284953446 219916099
8050 37 4  69479372553 187224590
8051 12 1  391553988278 28356717
8052 62 15  290388554975 130940977
8053 62 4  228602270050 42015623
8054 6 1  153701781553 29050212
8055 6 1  50420549006 46311525
8056 9 15  156034397183 96656774
8057 9 7  440307305316 496590768
8058 13 4  475177961424 89472129
8059 43 7  18339998185 182044737
8060 62 47  522309255430 7981137919
8061 46 63  144005257115 577351545
8062 62 4  463802604390 42822274
8063 25 20  311769726592 116633609
8064 62 15  268430858587 103421116
8065 12 3  266154352641 28052987
8066 6 1  374411761051 38317363
8067 12 4  39057119133 488215104
8068 31 7  106736682166 470522081
8069 6 2  140155373399 202878930
8070 12 15  330218659207 308522385
8071 62 31  282846459460 295174691
8072 68 47  410803670332 94132231
8073 26 11  224695883598 281774536
8074 68 47  414007052883 371005002
8075 62 12  467643025306 126728567
8076 31 4  414139156861 22726262
8077 12 15  131388330096 117164517
8078 6 31  340666735161 43130180
8079 12 3  262528971486 74507133
8080 10 6  109304598407 311961588
8081 31 3  414725018056 27792854
8082 6 1  202777982685 886104027
8083 6 2  354289802438 141844006
8084 31 3  15552720689 295391574
8085 31 11  287840382043 48152973
8086 62 31  97960830263 328753222
8087 46 63  136573084049 707729627
8088 18 4  210464420066 593557764
8089 62 12  493326019510 101460823
8090 62 6  227293575916 164058616
8091 12 3  398285654628 216614908
8092 9 12  571883102650 672578376
8093 12 4  421235340578 254385804
8094 6 1  160939045380 75046961
