1 15 15  597386942813 252917418
10208 12 15  64086593729 60046451
10209 68 47  238040328326 92313813
10210 12 4  406138584783 290006584
10211 31 31  363932478863 171226186
10212 6 1  262023893183 376424199
10213 6 4  577039641910 335703508
10214 9 15  518977465017 61840153
10215 12 3  208034488595 83557484
10216 9 15  100899321985 154151577
10217 31 31  567629950719 11712744236
10218 62 31  310526215057 1166396938
10219 68 47  466881486592 78394286
10220 62 31  477303436479 199427407
10221 6 23  107388272256 62011225
10222 62 9  293703862350 1779579446
10223 62 31  448501225861 224322405
10224 62 31  560043401378 195823917
10225 19 15  70918538830 886303514
10226 31 3  504243708907 310845983
10227 68 47  341534898087 466663741
10228 62 12  328922735526 280752238
10229 6 63  448916286728 201270138
10230 62 7  186031437384 4608828781
10231 62 31  123759598297 141518218
10232 62 12  45967783781 189058052
10233 46 63  352443876617 538247148
10234 38 47  254127226724 650558759
10235 24 25  347876960886 2261794142
10236 68 47  145424939488 188618015
10237 12 4  476976167293 222906237
10238 46 63  165493638884 544549905
10239 9 12  604024547716 207013305
10240 7 4  448123690241 271668385
10241 12 15  337250313019 559888406
10242 12 28  481890447976 1201308522
10243 31 15  339592645929 349439348
10244 6 1  12724145001 572817554
10245 62 63  153492832934 2839777596
10246 0 4  358627264655 1994000353
10247 62 2  138982426104 201370820
10248 12 4  114207372396 250499201
10249 31 15  512374192502 221553826
10250 31 7  345454325366 1379876610
10251 56 15  302395216291 74885034
10252 31 23  42041483726 1227928817
10253 6 1  497356104158 98348401
10254 12 3  34033088823 244109348
10255 7 4  433347266611 12962121896
10256 6 2  469736147956 262353686
10257 68 47  401965013610 215483555
10258 68 47  320279511232 531319224
10259 18 3  430268652336 70498271
10260 31 11  589321605527 404152994
10261 62 31  507304287578 285973086
10262 12 15  201012517607 358095707
10263 0 3  403150413212 421018488
10264 68 47  337116023327 151386755
10265 31 23  14589886515 2479009314
10266 6 2  278824024837 369723071
10267 15 15  563999827026 1485715256
10268 6 3  348018358081 101687382
10269 6 1  502326354252 102025577
10270 12 3  577623462904 318177518
10271 68 47  424725490450 87412861
10272 31 11  245418672215 116573038
10273 9 31  293072146457 990756444
10274 62 7  397440013702 535686257
10275 68 47  327611784034 204611627
10276 56 47  475060135803 136376019
10277 28 38  60367458300 333013418
10278 43 7  83213897712 318693886
10279 31 7  113015351958 164612876
10280 62 9  486513125300 1487006049
10281 18 7  123508246697 1837872109
10282 31 12  252442297405 121656490
10283 62 31  476140028883 1718412737
10284 31 4  424229366819 63286219
10285 12 9  512630832290 396721704
10286 68 47  457612700093 73678104
10287 62 31  301335975168 962200108
10288 12 11  414515349129 95908916
10289 62 7  177860062816 337362455
10290 6 2  223079649112 354239819
10291 62 63  415687174946 2533017298
10292 62 7  233400554146 686128986
10293 62 12  58444233643 65809765
10294 31 7  364315975912 169210254
10295 9 12  478012797996 86723708
10296 31 11  12213618224 162531135
10297 62 12  393242735482 205124224
10298 12 3  602829203738 80238548
10299 62 15  483387451025 2768419193
10300 62 12  567002710747 135123409
10301 31 23  394835645256 2509443610
10302 12 4  407450293436 234906973
10303 12 3  55604440723 327194734
10304 68 47  193939691005 246528008
10305 0 31  396544910857 330335336
10306 26 15  156027259092 873935187
10307 31 7  280479356014 7856119357
10308 62 31  511501649128 210296106
10309 68 47  234848372708 114273656
10310 62 11  253709380779 206239828
10311 62 79  418123659352 118048380
10312 62 47  159134564112 589848536
10313 12 7  39946550430 137832684
10314 31 4  566112808233 352295531
10315 6 2  502653816880 151887797
10316 62 12  53652728699 71601742
10317 62 31  222133973302 717596886
10318 12 4  137478007314 427959126
10319 31 7  535422481079 88554962
10320 12 7  409787242854 2656847781
10321 7 4  444452347013 453087461
10322 37 15  38942591529 489356521
10323 12 4  556292551028 191413092
10324 31 23  359725023167 328791686
10325 12 2  426456838438 165246730
10326 12 4  78858029904 295607131
10327 18 7  306743780173 2786436944
10328 62 31  268909769178 296847309
10329 62 15  71131187513 1287270050
10330 62 6  381695037974 120934112
10331 62 7  191658235569 90944348
10332 6 2  117443176579 187753902
10333 62 6  210050650072 1321434440
10334 62 2  499755812368 120725821
10335 9 12  155267385017 137561723
10336 31 23  99693260686 1084501346
10337 31 4  132938723497 91622040
10338 31 11  300865265861 122049385
10339 68 95  146713851722 304231247
10340 12 4  108277198204 223129288
10341 6 1  472746585796 832730664
10342 13 4  341149148690 85987756
10343 31 7  238786624440 468845326
10344 12 4  42545332955 376157461
10345 68 47  155024061211 218575655
10346 15 15  249924990639 136564601
10347 22 11  412560594710 72199243
10348 18 7  479546047182 2630350061
10349 9 15  459620062747 4901835561
10350 12 15  503226359324 263293970
10351 43 7  107665202183 271661411
10352 12 4  476121065400 206268430
10353 62 31  377400948604 219346679
10354 68 47  318525203559 270126399
10355 68 47  456038069599 72180427
10356 31 4  29795219959 1284771866
10357 15 15  154814066240 710495133
10358 62 63  75819216865 206482297
10359 6 2  97233961466 240131770
10360 62 7  600929318573 104637886
10361 62 12  324674844183 160391605
10362 18 7  133071246270 324257610
10363 6 2  490894585181 439014359
10364 62 93  284497933217 516957509
10365 15 15  336530593054 157164136
10366 68 47  425808025157 106093939
10367 68 47  456091518402 60280437
10368 12 4  256630953698 298192315
10369 12 11  449371034890 157121560
10370 31 11  523100109908 116478558
10371 31 2  3134835238 155386759
10372 6 2  233738782080 286242474
10373 12 4  357613337329 263825145
10374 6 2  417492895348 285321806
10375 18 7  6269636859 185877565
10376 31 15  250144980432 268957069
10377 6 2  407764661332 351894890
10378 62 4  109063905113 951680595
10379 62 2  496182250229 130891945
10380 62 12  360122373844 280966583
10381 68 47  239763163322 564686773
10382 62 2  346223725591 100170470
10383 62 15  345594417521 71721431
10384 6 1  597153444033 91017440
10385 12 3  109677073975 9418790444
10386 12 4  98394874331 186235748
10387 31 3  437540920289 416671722
10388 46 63  124810220163 747563746
10389 9 7  541240468455 127830359
10390 31 4  87930257764 62052409
10391 62 12  566043029837 228110673
10392 9 10  309126762286 116710827
10393 12 15  462604501459 381951029
10394 31 3  485341700771 355765380
10395 62 31  94803082739 307218278
10396 68 47  161124991938 322855446
10397 68 47  334359723565 429086814
10398 6 2  508638971472 362050119
10399 43 7  556726343240 161765425
10400 6 1  96092174776 224558840
10401 18 7  306365131256 230717575
10402 43 7  140084778436 266788807
10403 62 9  588676582466 1265113309
10404 68 47  232714865315 567804879
10405 15 15  418315655166 109903054
10406 62 7  565210762818 125575209
10407 9 10  309273631256 140188913
10408 31 4  270913078934 338589962
10409 6 2  186572872883 164546874
10410 15 15  73502679524 575176141
10411 9 7  368366920565 68970893
10412 26 15  575661140169 915709532
10413 6 1  297161062297 168342792
10414 12 11  481461851531 93067903
10415 9 12  381602606738 215064316
10416 6 2  73623884717 453597983
10417 15 15  224422752813 297886847
10418 43 7  107280815963 590405965
10419 62 31  234302601028 215016555
10420 56 47  251858557175 165105772
10421 68 47  162129375299 376891990
10422 62 6  148985586089 235315415
10423 12 15  249697385754 71091514
10424 62 15  416596114023 83174861
10425 62 63  93186897021 2174000687
10426 62 7  485371351463 279998140
10427 62 12  432124665438 339105292
10428 62 7  464569733655 68406111
10429 49 6  29670997086 279748011
10430 62 7  133184476451 117285688
10431 68 47  412296542672 171162728
10432 12 4  341732604076 702735530
10433 12 3  494861615703 307809495
10434 62 15  132646698016 336474432
10435 9 12  286568466448 291683554
10436 62 15  384768777953 506151888
10437 31 3  520442382401 322864885
10438 6 2  248377343271 308150531
10439 12 15  213926560328 80095969
10440 68 47  71827612800 243935546
10441 12 3  44859672184 276687858
10442 62 6  290893143738 136758877
10443 12 4  211594762374 243886250
10444 62 12  293401609975 146752211
10445 12 4  156498480146 265118412
10446 9 15  596509408900 891351196
10447 38 4  272449799782 10795481139
10448 12 4  332062907265 340100153
10449 62 9  537328390649 1138424726
10450 31 7  382764154300 252249878
10451 6 11  421000629187 13825508568
10452 38 4  200545730488 8530394682
10453 31 15  342075151818 153056605
10454 46 63  331207175119 528325060
10455 12 3  263554912696 132343371
10456 6 2  496410584843 932378194
10457 62 4  323405393161 76816172
10458 12 11  117500026411 351942259
10459 15 15  44088025800 191755035
10460 12 4  337249493643 303579594
10461 62 15  310237309354 124956458
10462 12 4  90568714302 316759062
10463 12 4  209229157054 302370550
10464 9 12  174968953629 105123467
10465 68 47  468616122294 61174892
10466 0 4  282852813337 4094109221
10467 62 31  153588739989 128191485
10468 9 15  179733507402 534116770
10469 31 11  77441613492 362712734
10470 15 15  43272030269 125606982
10471 9 12  160920698000 255851936
10472 12 7  3080292112 332055020
10473 62 6  254908459255 121901980
10474 12 4  412407985976 1365782569
10475 12 4  286083356224 205064846
10476 62 31  598693470879 863780939
10477 68 95  64682015263 104679503
10478 38 4  360842274656 8096933443
10479 62 12  162842922916 148365556
10480 6 2  538347065253 406303118
10481 68 47  466691983446 96610424
10482 31 7  162809654700 15531693503
10483 31 15  415638247782 212579699529
10484 68 47  223661940371 127530201
10485 46 63  484804875369 573719266
10486 6 4  189557346137 266620865
10487 6 1  596378515372 266878980
10488 6 1  200440139624 63869079
10489 62 63  123704845800 1291563075
10490 9 12  148963640211 267288854
10491 62 31  154946790001 525183529
10492 12 15  511838094403 63693966
10493 31 3  96834465433 9346453093
10494 15 15  416953692268 421954269
10495 24 3  177679562918 770234016
10496 31 3  396242570093 340715117
10497 62 31  141433155343 2599652819
10498 62 12  377642725910 283022047
10499 19 15  104047771712 229847669
10500 62 31  76832686859 206355238
10501 68 47  164704651231 214062967
10502 6 6  314591706456 554910226
10503 68 47  459022067856 73274849
10504 12 15  489003537635 391860851
10505 68 47  469235666296 66773565
10506 9 15  22298690861 105448925
10507 62 9  164052495282 2432817476
10508 31 11  8597541010 163087464
10509 9 12  16844601551 105021988
10510 12 15  251657632115 167298760
10511 15 15  307100364973 142040035
10512 31 11  47892666578 93439674
10513 9 12  560904673182 78455902
10514 62 31  100415315647 147656783
10515 62 63  156317390896 244233338
10516 12 1  238700674344 514547394
10517 37 11  225380031740 179438215
10518 12 3  444462686880 284133618
10519 12 4  67408976521 300198534
10520 62 9  201235727398 1694390823
10521 31 7  539954653558 3385951607
10522 68 47  160667238505 496115505
10523 24 33  347853232031 1283596550
10524 12 9  177490647102 564587756
10525 31 3  580741700807 325169751
10526 6 1  531156207784 70890270
10527 62 31  224170929154 989569065
10528 6 2  128171026108 149876859
10529 62 7  354945899808 180437766
10530 68 95  406433908292 90085390
10531 62 7  154013972453 146305052
10532 18 7  19483108688 372354578
10533 7 4  41332353670 453557712
10534 62 31  337277029218 980052386
10535 6 1  97233966163 121940608
10536 6 1  61992302117 286365348
10537 62 6  393181163666 162333713
10538 46 63  148573211858 597838564
10539 13 11  566534747242 479149714
10540 31 15  63963498616 210131021
10541 6 2  170813144371 378408271
10542 62 15  71000113656 96843350
10543 12 15  129205825392 62920168
10544 12 4  323339030239 283082158
10545 15 15  249750556917 155055396
10546 31 11  379519646962 144660092
10547 12 15  165006540221 420087360
10548 13 15  64084818162 377340473
10549 68 47  233668027467 371074205
10550 9 15  69663223910 68756095
10551 12 15  505987914710 64015430
10552 6 3  28222943317 63173291
10553 62 4  594918367567 1024924704
10554 62 12  110286352228 150906616
10555 12 4  94203318133 3617310758
10556 62 7  30416117129 242075013
10557 9 15  537745040740 94992417
10558 9 12  555056396585 251397354
10559 12 31  322135301049 88038397890
10560 46 63  357844325643 538788539
10561 31 31  222037028458 14212837404
10562 31 4  117589517509 7418520983
10563 62 31  131713485509 321091374
10564 12 11  191264592635 84389268
10565 62 31  576681213653 87006381
10566 12 4  299495728095 292426874
10567 6 1  186357986444 241536433
10568 12 4  336477797831 635922734
10569 9 12  355264503345 250798035
10570 43 7  369144991095 124598912
10571 0 4  536764856505 2099671956
10572 9 15  582109892342 1082689329
10573 15 15  251283474695 227490858
10574 9 12  96921808963 275284018
10575 62 7  535533722289 113268688
10576 15 15  513433303443 103057466
10577 12 4  262690120701 251506101
10578 68 47  426370155032 94469716
10579 18 7  267797209148 2026367548
10580 43 7  370364212045 131629960
10581 31 4  562689611058 1833377544
10582 6 1  235936685897 338102951
10583 6 4  73445196293 2345942874
10584 6 1  550760221741 64090703
10585 62 12  465243097370 137954756
10586 12 11  152247561585 115691513
10587 31 46  152940826138 3626033571
10588 6 2  302173825900 116368442
10589 68 47  454157828100 74291718
10590 62 12  146284713362 125714721
10591 18 7  227098906178 230705830
10592 12 7  283849937314 70243038
10593 56 47  266719636961 215268768
10594 9 12  403258047520 242748428
10595 12 28  546654443562 1815469014
10596 12 15  131416173377 205734659
10597 9 12  81236293481 161452406
10598 62 7  587380763962 102585119
10599 62 15  139666170433 226729516
10600 12 15  310966861380 592714853
10601 6 2  282421903137 337077458
10602 9 15  466940661062 1076301036
10603 62 12  324842201583 235850708
10604 38 4  209311434986 5498234297
10605 9 10  569266829964 60493266
10606 62 9  119432678488 1914336257
10607 9 15  366126945665 1472485282
10608 3 11  484418617626 2568738352
10609 68 47  222772592800 147415391
10610 6 1  510966413524 182177214
10611 31 7  66361600957 123783740
10612 24 3  359358374448 252210026
10613 9 12  202099584058 95199406
10614 12 7  262286008137 427122341
10615 15 15  598956179386 225837242
10616 68 47  410282103914 264049343
10617 7 4  397659957883 369165675
10618 37 80  49334115276 333199312
10619 7 4  415657751546 348384524
10620 12 3  316790548618 62381894
10621 9 7  539346728596 72634585
10622 62 12  519063998982 449735819
10623 62 4  66056543996 231042179
10624 62 15  85202118536 226177280
10625 12 9  440307310685 329731967
10626 62 63  156184876372 1095592553
10627 62 31  332710116869 234918191
10628 62 12  223863991968 431175596
10629 12 4  511915574208 208489111
10630 12 4  227927558791 89932045
10631 6 2  259968997649 184788039
10632 9 12  5794746761 70906809
10633 49 6  450870537594 219310781
10634 9 15  106946768930 101875538
10635 43 7  189723113553 175396064
10636 9 12  227551374668 555071940
10637 62 12  151877256440 278388553
10638 62 15  529393868516 71177789
10639 62 31  451202653108 251047437
10640 12 4  172930461037 293497697
10641 12 15  73562807552 497338317
10642 62 2  238795733251 157076102
10643 62 6  428243372334 117233810
10644 12 9  307332172093 537449565
10645 62 31  119943860621 2058400462
10646 62 7  39891259447 116737703
10647 68 47  524788835429 328854221
10648 62 12  539641509012 60115005
10649 31 11  102883642925 146515420
10650 62 63  379384738231 827938108
10651 12 9  274695914167 452348073
10652 6 2  592461148839 302212824
10653 62 47  151623067336 3799234627
10654 62 12  523322223386 114023223
10655 12 15  513285422518 201693321
10656 19 15  389034623417 8038188671
10657 62 31  546131523825 754134595
10658 62 7  233448714809 111033798
10659 9 12  372207320738 201942025
10660 62 31  517205787453 202417361
10661 62 21  290855265240 147828502
10662 31 7  197461321106 1235554004
10663 9 12  312292918943 97928663
10664 62 7  134231187527 212033801
10665 62 7  427980189592 167719782
10666 9 8  202666682770 536787573
10667 6 2  149280810984 222228113
10668 12 4  350799906149 262600964
10669 6 4  250764361095 85406811
10670 12 28  259655246887 2020518961
10671 68 47  423952262684 112686555
10672 62 12  122522870056 71012624
10673 62 12  259863684717 114067862
10674 12 1  323288505231 71570340
10675 62 62  442631267809 17694422004
10676 9 12  228539148888 377039590
10677 68 47  458299468620 86509334
10678 62 2  550193354107 121445417
10679 12 28  316491842397 2052208589
10680 68 47  445310615703 94348619
10681 18 15  56045596477 332169491
10682 68 47  231030118490 548449064
10683 24 25  377702955702 959248489
10684 62 31  83207843567 423163226
10685 62 63  192198847454 1006724164
10686 62 7  19607305690 3224914352
10687 9 12  403287345456 85518403
10688 6 2  502023502062 386622311
10689 0 3  550760228880 401728438
10690 62 6  142517167896 220087306
10691 62 12  587642643675 245033525
10692 12 4  596832039083 180236284
10693 68 47  160003720941 678567143
10694 6 2  582165185330 123550989
10695 12 15  426476026837 64032609
10696 84 18  48663746813 116919565
10697 12 4  277583872406 188451488
10698 62 6  265277979491 148817090
10699 62 7  314125001169 246546103
10700 0 3  572362042707 661442200
10701 62 9  599859013515 181190288
10702 24 33  346529320913 1041036856
10703 62 7  2311232888 116566167
10704 6 2  85516350752 365246614
10705 12 31  92596414690 10780908619
10706 9 12  121833385982 400553185
10707 62 7  327857335272 80098034
10708 6 1  59369231751 451579599
10709 9 4  499987688648 119962790
10710 9 6  257867042976 90570671
10711 62 6  466957879121 132783939
10712 62 15  418767575166 906923557
10713 9 15  265406227719 1356881019
10714 46 63  419524742173 567167942
10715 62 31  33606412146 273251012
10716 62 12  400442293717 224734574
10717 68 47  326183853376 164630561
10718 68 47  454041449565 65433064
10719 62 9  471637142026 1655790938
10720 31 6  75513930948 105355651
10721 62 7  227115291512 164917435
10722 68 47  266227251938 337715514
10723 62 31  360939972505 1080721449
10724 46 63  444609398196 551678439
10725 68 47  412987498694 107284995
10726 15 15  162195822282 324601387
10727 68 47  407234456800 129496562
10728 12 28  162337227733 2428216819
10729 9 12  276049002534 112838051
10730 62 47  462132035682 4718519557
10731 62 31  495302624531 210325317
10732 68 47  181032631750 335604855
10733 12 15  96607311373 435182000
10734 62 15  217039094904 1578788417
10735 62 31  113058183922 160854144
10736 9 7  21331232260 88918146
10737 62 15  107001417737 99187440
10738 62 4  238545613864 1379033784
10739 62 15  132688002220 135830634
10740 12 15  163567949438 79770064
10741 62 12  521644396134 187083553
10742 62 12  272281913307 217768749
10743 62 7  592958811146 122801570
10744 50 7  43971107595 348525915
10745 12 11  104128268873 220902462
10746 9 15  101976608293 4664052673
10747 31 23  475623253499 861187124
10748 62 31  126932502355 161264645
10749 68 47  406350737958 180847358
10750 62 31  139239626484 90775730
10751 62 7  427653584631 121799738
10752 68 95  451692060367 267504358
10753 43 7  194715378709 160702338
10754 31 31  97832574459 370465036
10755 15 15  162208342117 144023377
10756 12 7  314325267105 67206347
10757 68 47  462467720647 76761985
10758 31 23  214856855169 1000664906
10759 31 15  394993077115 402034649
10760 9 15  473476727355 113214550
10761 15 15  249944390044 129205077
10762 62 12  69732761800 62960284
10763 68 47  278389054048 412194776
10764 9 15  344507396780 1773628007
10765 13 4  206963957152 104001038
10766 6 1  243804397664 149460369
10767 62 12  42363675903 74515672
10768 46 63  19732866298 573701552
10769 6 1  512887353318 91898265
10770 6 2  249092487124 147543972
10771 68 47  454626664564 86900701
10772 37 4  360413311220 224280393
10773 15 15  133853436776 228059964
10774 15 15  165542608436 98280330
10775 31 11  509067920621 157934428
10776 62 15  570803882852 81324618
10777 56 47  136834339067 215583247
10778 18 7  524890249859 334745070
10779 9 4  296473896578 317224017
10780 9 15  278994400680 128671067
10781 68 47  148886647616 166098122
10782 9 31  149059294162 1335446296
10783 12 2  332574438954 1283747871
10784 43 7  22876862249 147907589
10785 62 12  268682935692 120322166
10786 31 31  159308128759 474128356
10787 62 6  37188823045 870558511
10788 62 31  261547526075 186565617
10789 6 1  364715014698 299714418
10790 12 1  571522808640 371681676
10791 12 3  464657031092 229964321
10792 12 4  419644994436 203485473
10793 62 62  434789148758 525991879
10794 31 23  242057524755 274697513
10795 62 31  520933131455 935312314
10796 62 31  96603498000 276083946
10797 62 79  60050168151 2755761364
10798 0 4  446217174846 902299858
10799 62 7  485733741357 139702691
10800 62 31  558605512728 199417724
10801 62 62  431364739942 202306733
10802 46 63  437404662070 580138689
10803 68 47  451370122856 241694598
10804 9 10  569551435218 88505840
10805 6 1  529380895310 90087020
10806 62 79  462008069615 2793436613
10807 31 4  219748372614 60767183
10808 12 4  437509307251 185640894
10809 62 15  455284622822 1655996086
10810 62 7  449500767263 119379639
10811 12 4  521335256909 287775978
10812 62 31  277196926399 1441001259
10813 49 6  508465017909 201348748
10814 31 31  149856307034 237037715
10815 62 15  156796599662 71243843
10816 6 2  234616611261 300865532
10817 31 31  17143876430 154919355
10818 18 4  594993894935 463911953
10819 12 15  163291690121 65486058
10820 23 3  238528678499 447343802
10821 31 7  539295953331 4689036660
10822 6 2  392984628855 175838775
10823 9 12  26917196004 251758331
10824 25 11  82170704423 244605064
10825 62 31  365701350971 207298721
10826 68 47  457328522880 96388354
10827 31 7  219086560063 95174616
10828 31 74  293722464157 174597465
10829 37 4  359425167003 171069382
10830 12 11  519566751717 273997403
10831 38 4  536813063256 2026380547
10832 68 47  254782234037 305461861
10833 6 2  344424975328 175881421
10834 62 23  10211646266 218111894
10835 19 15  104542329274 311314051
10836 62 63  581285341214 3061774076
10837 31 4  58328526183 118359221
10838 62 31  153038533264 441552400
10839 62 31  275245405906 3184346744
10840 6 2  333870072763 296989371
10841 12 3  486435991011 72756814
10842 13 4  217736870809 60510499
10843 62 12  247082713063 312056945
10844 68 47  255941919615 150153414
10845 62 6  42983789893 189832580
10846 31 7  182141021037 3825807786
10847 68 47  247947371682 388881027
10848 12 4  242756577336 442351321
10849 9 12  539644947474 196849078
10850 6 2  312061581134 268666439
10851 62 7  355607842320 134424502
10852 9 12  564926284667 318825381
10853 62 15  96727396194 159419126
10854 6 2  365525700968 175108021
10855 62 12  384362552242 143417034
10856 31 31  262816018361 200315789
10857 62 7  50001548417 348704182
10858 9 4  501961277146 456324231
10859 0 31  536828684593 365270945
10860 68 47  280167006220 240821101
10861 43 7  200890930308 197141259
10862 18 31  228144960439 301367782
10863 31 11  391095418306 75580054
10864 62 93  305060957247 185494778
10865 68 47  457085131656 73123874
10866 61 15  122724926397 4714705259
10867 56 20  263554912697 130816087
10868 62 6  438394744539 131001985
10869 12 1  314602994123 248947508
10870 68 47  105262939307 386831710
10871 7 4  401267005153 291504906
10872 12 4  386715771055 262107456
10873 31 11  112313043618 80827361
10874 62 63  325216949825 88228649
10875 46 63  274205712151 587476189
10876 31 23  128464063604 1806339927
10877 62 12  303063662373 70153162
10878 62 63  98172307879 1437612222
10879 62 31  47415221023 17907575015
10880 24 25  1384141975 667229828
10881 9 15  207589523619 79282094
10882 6 1  382607045985 96259232
10883 62 12  31572517930 76278654
10884 31 4  311382312893 383909428
10885 68 47  353242194257 215193455
10886 12 15  310988578240 111271531
10887 21 3  148530146773 429826658
10888 62 11  496638602406 2529283430
10889 46 63  306005433350 531669184
10890 56 47  122900981319 204262017
10891 15 15  215653689744 294434801
10892 31 11  167073279011 87312594
10893 37 4  499825873511 174199595
10894 12 4  97356423239 229457440
10895 68 47  459284952451 72293105
10896 68 47  335360975817 223439931
10897 62 2  297399364512 167515898
10898 62 9  213005108471 1290709178
10899 12 1  483308079201 64201757
10900 62 15  254909201542 78651089
10901 31 11  485901412412 71809663
10902 31 15  109292970837 316626451
10903 6 1  398516224248 218039937
10904 13 4  122721488439 77948585
10905 62 79  165015649004 253670366
10906 68 47  19819685415 291228771
10907 43 7  541274370214 414288473
10908 62 47  542509429571 2880034718
10909 12 15  244625923843 657037364
10910 9 12  180743617533 3706619187
10911 12 2  80123770857 127180687
10912 68 95  164996027433 305284397
10913 32 15  162379553435 810699436
10914 12 15  153023832254 470934443
10915 31 7  530845020957 2436205547
10916 6 1  529410953522 79645461
10917 62 35  325325889789 3342674112
10918 18 7  11973412013 414008389
10919 62 7  11222543672 199425513
10920 62 31  139990492575 388607856
10921 62 12  357723420066 110842462
10922 15 15  330626651705 105600167
10923 9 4  501737126725 123958110
10924 68 47  410299688436 66780188
10925 68 47  108446260875 339705898
10926 62 63  278944741817 2165798226
10927 31 12  103070946370 99088864
10928 62 6  181195599209 157174970
10929 24 25  543410193064 1779611332
10930 6 2  207283933811 371658168
10931 31 3  36254356276 459362945
10932 15 15  251675443128 434622108
10933 6 1  438154630283 194443898
10934 24 3  283738692516 264885209
10935 7 4  9461773360 8562296866
10936 68 47  192331449207 477267684
10937 68 47  401913910020 129211647
10938 62 93  393648759525 264051608
10939 46 63  602643430115 522572311
10940 62 47  520844489574 226629347
10941 62 15  565832536083 498028946
10942 12 4  594466694535 177238050
10943 62 7  362965790683 221887291
10944 9 15  322951797727 1495120017
10945 62 31  132282133484 474471972
10946 9 15  538917537357 1056218495
10947 6 2  291455048144 149751421
10948 31 7  551958033568 107467226
10949 62 31  393242746749 234257954
10950 62 9  415122319922 1097848629
10951 62 12  141264940607 67165669
10952 37 4  24699212008 166159278
10953 12 3  408482165978 429248477
10954 31 15  487449303462 407762195
10955 31 15  131370179110 278356020
10956 62 15  98014047970 193998729
10957 15 15  566731286232 121012573
10958 46 63  425677289423 554438428
10959 6 1  596869256849 265629273
10960 62 15  577505859558 2933661483
10961 9 15  279730404956 1298115486
10962 12 4  592423653276 227739866
10963 6 2  122212692667 99372359
10964 31 4  196377493557 81227824
10965 51 4  251991392481 780636989
10966 62 15  308827406135 114531627
10967 31 23  222054373428 1480637929
10968 16 46  63149015863 84710668
10969 31 3  299040999457 290798616
10970 62 31  239702885429 236484293
10971 31 15  154016370346 96413210
10972 31 3  168659695488 4399275624
10973 6 1  497672760028 116038759
10974 31 7  185524113760 68702491
10975 62 31  146188030523 395307195
10976 62 6  80041207224 120373707
10977 62 4  55209479388 85137516
10978 68 95  251558256810 483811640
10979 12 15  78738974341 295674865
10980 43 7  461181081567 598952454
10981 31 7  507035013025 8132105033
10982 37 15  153899259765 653837264
10983 68 47  39929211314 117059933
10984 6 2  404440402559 147108855
10985 6 63  377036922811 182393485
10986 9 15  308271999106 457085399
10987 31 12  40026519332 102447199
10988 99 31  236675217362 306155482
10989 6 1  76661181433 203076916
10990 62 12  411722090754 299365612
10991 0 3  104913328987 75318283
10992 12 3  12491147437 463990981
10993 62 31  81060361234 343659981
10994 9 4  486105443357 86628214
10995 68 47  537814923660 171069293
10996 62 31  171452841377 202603726
10997 62 12  329402928185 202747720
10998 62 4  372843996338 114717879
10999 31 11  206717703568 442912008
11000 68 47  438549409502 308252128
11001 7 4  491268070293 316876451
11002 6 2  310639204969 2241322453
11003 31 4  105965281662 112779650
11004 18 7  202716852779 2407698868
11005 62 6  48068012222 175714796
11006 7 4  106121678662 519692563
11007 31 7  17321050852 271906487
11008 24 25  347876957288 5721866854
11009 31 23  92438562206 2712999643
11010 12 4  487650155840 106621033
11011 62 15  67839725228 140491552
11012 62 15  308743414041 112816147
11013 62 23  146752690923 637810742
11014 24 25  436896218245 1101296480
11015 68 47  466458124083 71097753
11016 68 47  453092299461 77120883
11017 9 15  399521825497 86299356
11018 62 12  135974814279 92892693
11019 6 1  446031846812 104466989
11020 6 3  10096384933 697222182
11021 15 15  74179735613 236580113
11022 12 15  164194422457 408849243
11023 6 5  150436085941 1798869393
11024 62 63  422882634719 4892694953
11025 12 3  70250297181 77847395
11026 68 47  465702447990 64905585
11027 24 25  430833489670 1108447601
11028 9 12  75399659516 178540045
11029 9 15  307727005652 107576593
11030 50 7  476778648486 383817541
11031 62 31  604206721516 229850302
11032 15 15  148226910539 129635368
11033 9 7  183487888061 74345933
11034 31 7  11406575017 1469005779
11035 62 31  161328543265 159789394
11036 31 7  372909972422 8027277668
11037 62 15  101953857016 107339112
11038 37 15  397596757549 273809327
11039 12 4  65561900154 225462628
11040 62 2  128148731902 145360227
11041 62 15  377939127038 71537973
11042 12 3  175357721948 86160105
11043 6 1  370609047162 72865182
11044 12 28  70655925194 1858538609
11045 6 7  288915640266 2284393037
11046 62 63  385293830975 5862286654
11047 62 12  403864399814 143002437
11048 62 79  333332626811 170099011
11049 31 3  235394272559 68602596
11050 24 25  377702951012 2139847878
11051 62 12  70703008032 372710140
11052 46 63  522844616143 534773359
11053 31 15  444851217694 4466068207
11054 6 31  361902656515 74872891
11055 62 63  298789979398 90337168
11056 12 15  74404739911 263367011
11057 12 2  74054040192 244665024
11058 62 63  163699579068 3531577467
11059 68 47  439793423214 460712887
11060 31 4  521580691619 296343536
11061 18 7  289201805321 29067260588
11062 68 47  454679759869 72949608
11063 68 47  443293419246 82592393
11064 56 47  338590564403 206494629
11065 62 7  162361179281 119730839
11066 7 4  203285214302 442121046
11067 68 47  255980999663 177710032
11068 49 6  239669062420 852466685
11069 62 31  339904409651 244373077
11070 62 31  588604504872 213617810
11071 43 7  250925130305 248617330
11072 31 11  183505838626 101885156
